英雄名,职业名,职业,生命,攻击,智力,防御,魔防,技巧,铸纹生命,铸纹攻击,铸纹智力,铸纹防御,铸纹魔防,铸纹技巧,铸纹特效,铸纹特效生命,铸纹特效攻击,铸纹特效智力,铸纹特效防御,铸纹特效魔防,铸纹特效技巧,兵修生命,兵修攻击,兵修防御,兵修魔防,心之羁绊4,心之羁绊7,英雄头像,职业图标
维拉玖,海斗统帅,水兵,4155,614,259,310,252,150,1000,150,30,90,90,20,攻击+5%，处于[不死者]状态时，主动攻击进入战斗时先攻。,0,0.05,0,0,0,0,0.35,0.4,0.15,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0d/j64afmx35dvdqxfkc8ulipc0o9t8cw9.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E6%8B%89%E7%8E%96.png,https://patchwiki.biligame.com/images/langrisser/d/d0/c1pkxu78pkarz4jej3l9ar096zfxvwy.png
维拉玖,剑士统帅,步兵,4472,582,285,334,271,150,1000,150,30,90,90,20,攻击+5%，处于[不死者]状态时，主动攻击进入战斗时先攻。,0,0.05,0,0,0,0,0.35,0.4,0.15,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/0d/j64afmx35dvdqxfkc8ulipc0o9t8cw9.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E6%8B%89%E7%8E%96.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
维坦,魔翼斗将,飞兵,4411,614,235,337,305,162,1000,150,30,90,90,20,“阿鲁哈萨托之影”周围3格范围内若有召唤者，其死亡时对3格范围内敌军造成0.15倍范围伤害，并施加“绝望”；反之行动结束时可以选择传送到其周围2格。,0,0,0,0,0,0,0.35,0.35,0.15,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d6/6zr9khocak75ejhvc3fhgzvyj9xr05t.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%9D%A6.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
维坦,混沌代行者,魔物,5059,614,235,388,252,162,1000,150,30,90,90,20,“阿鲁哈萨托之影”周围3格范围内若有召唤者，其死亡时对3格范围内敌军造成0.15倍范围伤害，并施加“绝望”；反之行动结束时可以选择传送到其周围2格。,0,0,0,0,0,0,0.35,0.35,0.15,0.15,自身处于危险范围内，遭受暴击率降低10%。,部队血量高于80%时，战斗中造成伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d6/6zr9khocak75ejhvc3fhgzvyj9xr05t.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%9D%A6.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
文森特,邪神之翼,魔物,4348,589,216,291,315,179,1000,150,30,90,90,20,技能伤害提升10%；触发[毁灭之翼]的死亡效果时，额外使范围内敌军获得“遭受伤害提升15%”，持续1回合。,0,0,0,0,0,0,0.2,0.25,0.2,0.35,在天空时，遭受物理伤害降低10%.,在天空时，范围伤害提升10%.,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/0id35hw8fs1ftx2wl4beoyl31qr2arn.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%87%E6%A3%AE%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
文森特,翠晶统帅,飞兵,4034,589,216,267,315,179,1000,150,30,90,90,20,技能伤害提升10%；触发[毁灭之翼]的死亡效果时，额外使范围内敌军获得“遭受伤害提升15%”，持续1回合。,0,0,0,0,0,0,0.2,0.25,0.2,0.35,部队血量高于80%时，遭受暴击率降低10%.,受到攻击进入战斗时，伤害提升10%.,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/0id35hw8fs1ftx2wl4beoyl31qr2arn.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%87%E6%A3%AE%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
沃尔纳,机械统帅,骑兵,4311,572,233,288,241,122,1000,150,30,90,90,20,攻击+5%；使用[机动变形]后，可以再次行动，每回合仅触发1次。,0,0.05,0,0,0,0,0.3,0.35,0.2,0.15,遭受范围伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/7hrt2yy8ungp6n5tvo0mogk620ulb3h.png/82px-%E5%A4%B4%E5%83%8F_%E6%B2%83%E5%B0%94%E7%BA%B3.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
沃尔纳,皇家骑士,骑兵,4632,541,233,300,270,122,1000,150,30,90,90,20,攻击+5%；使用[机动变形]后，可以再次行动，每回合仅触发1次。,0,0.05,0,0,0,0,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/7hrt2yy8ungp6n5tvo0mogk620ulb3h.png/82px-%E5%A4%B4%E5%83%8F_%E6%B2%83%E5%B0%94%E7%BA%B3.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
雾风,影,刺客,3747,527,244,267,244,290,1000,150,30,90,90,20,暴击伤害提升10%，进入战斗时如果触发暴击，战后为敌军施加1个随机的弱化效果。,0,0,0,0,0,0,0.35,0.4,0.1,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,部队血量低于70%时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/l1pbjnbxrwrn7hspcb3pjum4dr60fks.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A3%8E.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
雾风,剑圣,步兵,4027,585,244,277,263,250,1000,150,30,90,90,20,暴击伤害提升10%，进入战斗时如果触发暴击，战后为敌军施加1个随机的弱化效果。,0,0,0,0,0,0,0.35,0.4,0.1,0.1,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/l1pbjnbxrwrn7hspcb3pjum4dr60fks.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A3%8E.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
雾香,圣印歌巫女,弓兵,3608,570,249,246,316,224,1000,150,30,90,90,20,释放[落燕]时若自身拥有4层及以上天赋，可以额外行动1次；释放[闪煌]每命中1名敌军，技能冷却时间减少1回合。,0,0,0,0,0,0,0.2,0.35,0.2,0.25,自身处于[危险范围]内，遭受暴击率降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/ij22canhnpvbu06emq96py22iv7waem.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A6%99.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
雾香,龙翼弓奏者,弓兵,3608,570,249,275,290,255,1000,150,30,90,90,20,释放[落燕]时若自身拥有4层及以上天赋，可以额外行动1次；释放[闪煌]每命中1名敌军，技能冷却时间减少1回合。,0,0,0,0,0,0,0.2,0.35,0.2,0.25,受到近战攻击时，遭受物理伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/ij22canhnpvbu06emq96py22iv7waem.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A6%99.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
西格玛,超越者之刃,SP刺客,3609,600,244,263,254,259,1000,150,30,90,90,20,技巧+10%，释放[游侠之眼]后，行动结束时额外释放一次[游侠之心]。,0,0,0,0,0,0.1,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,https://patchwiki.biligame.com/images/langrisser/9/9e/sihr46ex8n0mrahx3eeczz0v8uxkfs8.png
西格玛,剑斗统帅,步兵,3419,593,244,270,260,185,1000,150,30,90,90,20,技巧+10%，释放[游侠之眼]后，行动结束时额外释放一次[游侠之心]。,0,0,0,0,0,0.1,0.3,0.4,0.1,0.2,受到远程攻击时，进入战斗后，遭受伤害降低10%。,近战攻击时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
西格玛,游侠,弓兵,3262,564,244,250,315,233,1000,150,30,90,90,20,技巧+10%，释放[游侠之眼]后，行动结束时额外释放一次[游侠之心]。,0,0,0,0,0,0.1,0.3,0.4,0.1,0.2,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
希尔达,大元帅,枪兵,5372,548,247,357,207,106,1000,150,30,90,90,20,攻击+10%，携带专属装备时，[枪御]和[骑冲]效果无法被驱散。,0,0.1,0,0,0,0,0.2,0.3,0.4,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/ggn48kfmbu2zxqu67nyw9r52zfct68m.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E5%B0%94%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
希尔达,皇家骑士,骑兵,5057,577,247,311,260,118,1000,150,30,90,90,20,攻击+10%，携带专属装备时，[枪御]和[骑冲]效果无法被驱散。,0,0.1,0,0,0,0,0.2,0.3,0.4,0.1,部队血量高于80%时，遭受暴击率降低10%。,主动攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/ggn48kfmbu2zxqu67nyw9r52zfct68m.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E5%B0%94%E8%BE%BE.png,https://patchwiki.biligame.com/images/langrisser/a/a6/mm81uv30343mz2uyjezjsalzlpj421z.png
希琳卡,破灭之翼,弓兵,3676,537,294,263,319,224,1000,150,30,90,90,20,攻击+5%，使用血腥之凛时若未击杀目标，该技能冷却时间-3。,0,0.05,0,0,0,0,0.25,0.35,0.25,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/12/eugcsd3erizkyd5k8l9165n9isvij84.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E7%90%B3%E5%8D%A1.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
希琳卡,剑圣,步兵,4456,595,294,295,283,253,1000,150,30,90,90,20,攻击+5%，使用血腥之凛时若未击杀目标，该技能冷却时间-3。,0,0.05,0,0,0,0,0.25,0.35,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/12/eugcsd3erizkyd5k8l9165n9isvij84.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E7%90%B3%E5%8D%A1.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
席恩,暮影刺客,刺客,3913,544,235,305,265,295,1000,150,30,90,90,20,攻击、暴击率+5%;回收[旋刃1后，命中的敌军每拥有1层[裂伤]，每个[旋刃]对其造成1次施加者攻击0.5倍的不可免疫的[固走伤害]。,0,0.05,0,0,0,0,0.3,0.25,0.3,0.15,自身处于[危险范围]内，遭受暴击率降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/1f/4nyd7r25p55jphjppkeps389wz9002u.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%AD%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
席恩,狙击猎兵,弓兵,3612,544,235,275,324,225,1000,150,30,90,90,20,攻击、暴击率+5%;回收[旋刃1后，命中的敌军每拥有1层[裂伤]，每个[旋刃]对其造成1次施加者攻击0.5倍的不可免疫的[固走伤害]。,0,0.05,0,0,0,0,0.3,0.25,0.3,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/1/1f/4nyd7r25p55jphjppkeps389wz9002u.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%AD%E6%81%A9.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
夏提雅,真祖,魔物,4686,600,233,353,248,154,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,攻击前每移动1格，部队遭受伤害降低3%（上限15%）。,部队血量100%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/02/cb4f61ko6yaufcbsgqhbxhc4z809ojn.png/82px-%E5%A4%B4%E5%83%8F_%E5%A4%8F%E6%8F%90%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
夏提雅,诅咒骑士,枪兵,4686,569,233,331,214,154,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/0/02/cb4f61ko6yaufcbsgqhbxhc4z809ojn.png/82px-%E5%A4%B4%E5%83%8F_%E5%A4%8F%E6%8F%90%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/2/2a/saybrdjne9pmhsrl3ejfs4qw6xo4dzy.png
邪神库鲁加,裂心法师,法师,3697,262,562,253,361,87,1000,30,150,90,90,20,技能伤害提升10%；[恶孽横生]可选择目标+1。,0,0,0,0,0,0,0.3,0.2,0.35,0.15,受到远程攻击时，遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/d86krxkwe8gidkx5d9cl6qni63bwnyr.png/82px-%E5%A4%B4%E5%83%8F_%E9%82%AA%E7%A5%9E%E5%BA%93%E9%B2%81%E5%8A%A0.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
邪神库鲁加,邪神,魔物,4170,262,591,272,361,113,1000,30,150,90,90,20,技能伤害提升10%；[恶孽横生]可选择目标+1。,0,0,0,0,0,0,0.3,0.2,0.35,0.15,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/d86krxkwe8gidkx5d9cl6qni63bwnyr.png/82px-%E5%A4%B4%E5%83%8F_%E9%82%AA%E7%A5%9E%E5%BA%93%E9%B2%81%E5%8A%A0.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
醒觉者,异维法皇,法师,3986,256,609,259,369,99,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,部队血量高于80%时，遭受暴击率降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/nfc3yk5zb8a2nolxum8h2385bf6m2m2.png/30px-%E6%97%B6%E7%A9%BA%E6%9E%A2%E7%BA%BD.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
醒觉者,渊狱召现者,魔物,4307,256,609,278,369,130,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,"与具有""弱化效果""的部队战斗时，伤害提升10%。",https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/nfc3yk5zb8a2nolxum8h2385bf6m2m2.png/30px-%E6%97%B6%E7%A9%BA%E6%9E%A2%E7%BA%BD.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
修杰特,大统帅,刺客,3806,535,240,273,250,306,1000,150,30,90,90,20,攻击+5%。攻击后可以再移动3格。[触发冷却]再移动效果需要间隔1回合才可以再次触发。,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,部队血量低于50%时，遭受伤害降低10%。,部队血量高于80%时，暴击伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d2/qksuwc5asoxqdqzk7oytwr2yobm8e57.png/82px-%E5%A4%B4%E5%83%8F_%E4%BF%AE%E6%9D%B0%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
修杰特,铳击统帅,弓兵,4120,535,240,285,271,234,1000,150,30,90,90,20,攻击+5%。攻击后可以再移动3格。[触发冷却]再移动效果需要间隔1回合才可以再次触发。,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,部队血量100%时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/d2/qksuwc5asoxqdqzk7oytwr2yobm8e57.png/82px-%E5%A4%B4%E5%83%8F_%E4%BF%AE%E6%9D%B0%E7%89%B9.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
雪莉,公主/雪莉,SP僧侣,4232,595,233,290,301,164,1000,150,30,90,90,20,攻击+10%；触发天赋再行动时，身上携带的强化效果回合数不会减少，并且自身所有技能冷却时间减少1回合。,0,0.1,0,0,0,0,0.15,0.3,0.3,0.25,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/o3by2bvil0310bm8gk67ndtxq1rdi0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E8%8E%89.png,https://patchwiki.biligame.com/images/langrisser/2/2c/1g65n0c7hpcxq7f398v39fhnplmf64i.png
雪莉,龙骑统帅,飞兵,3763,607,216,286,333,211,1000,150,30,90,90,20,攻击+10%；触发天赋再行动时，身上携带的强化效果回合数不会减少，并且自身所有技能冷却时间减少1回合。,0,0.1,0,0,0,0,0.1,0.2,0.35,0.35,部队血量低于70%时，进入战斗后遭受伤害降低10%。,范围伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/o3by2bvil0310bm8gk67ndtxq1rdi0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E8%8E%89.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
雪莉,大统帅,刺客,3763,547,237,275,278,314,1000,150,30,90,90,20,攻击+10%；触发天赋再行动时，身上携带的强化效果回合数不会减少，并且自身所有技能冷却时间减少1回合。,0,0.1,0,0,0,0,0.1,0.2,0.35,0.35,遭受范围伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/o3by2bvil0310bm8gk67ndtxq1rdi0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E8%8E%89.png,https://patchwiki.biligame.com/images/langrisser/a/ac/cpm1rkszzarlqci2nuz59ddwjw04bg6.png
雪露法妮尔,巫师,法师,3347,256,537,228,426,99,1000,30,150,90,90,20,智力+5%，范围技能命中3名及以上敌军时，驱散1个强化效果，且自身获得:遭受伤害降低15%，持续1回合。,0,0,0.05,0,0,0,0.2,0.2,0.25,0.35,部队血量高于80%时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/9f/2wcpcc0rvn2crfvcl2k4a2o9ra3vlhl.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E9%9C%B2%E6%B3%95%E5%A6%AE%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
雪露法妮尔,王女,僧侣,3347,307,537,228,402,99,1000,30,150,90,90,20,智力+5%，范围技能命中3名及以上敌军时，驱散1个强化效果，且自身获得:遭受伤害降低15%，持续1回合。,0,0,0.05,0,0,0,0.2,0.2,0.25,0.35,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,部队血量高于80%时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/9f/2wcpcc0rvn2crfvcl2k4a2o9ra3vlhl.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E9%9C%B2%E6%B3%95%E5%A6%AE%E5%B0%94.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
雅儿贝德,暗黑骑士,魔物,5140,506,265,419,255,96,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.35,0.15,0.35,0.15,部队血量高于80%时，遭受暴击率降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/2/2a/cq75bdomdk0gktom74y3dfstubk81ed.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%85%E5%84%BF%E8%B4%9D%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/f/f5/jtug5y6g75i6833lqx7y046grsymppz.png
雅儿贝德,护卫之主,步兵,5140,479,265,409,255,96,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.35,0.15,0.35,0.15,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/2/2a/cq75bdomdk0gktom74y3dfstubk81ed.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%85%E5%84%BF%E8%B4%9D%E5%BE%B7.png,https://patchwiki.biligame.com/images/langrisser/2/2b/k9u2vm161ro6vg21nynagc2up9ag1wo.png
亚德凯摩,神使,僧侣,3702,316,595,243,401,81,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/oysuyuskptg5unorv6uf9u9l3ps9efs.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E5%BE%B7%E5%87%AF%E6%91%A9.png,https://patchwiki.biligame.com/images/langrisser/3/3c/allgsv8p0tse5d7zd4edr2vfy1da2le.png
亚德凯摩,禁忌预视者,法师,3878,262,595,243,392,81,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.4,0.15,0.25,自身处于[危险范围]内，遭受暴击率降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/9/9c/oysuyuskptg5unorv6uf9u9l3ps9efs.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E5%BE%B7%E5%87%AF%E6%91%A9.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
亚尔缇娜,巫师,法师,3025,244,532,247,362,83,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.3,0.15,0.3,主动攻击进入战斗时，部队遭受伤害降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/l2z0qj5m5zmxzx6ifaybv84l9pdnsgr.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E5%B0%94%E7%BC%87%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/1/14/nag73iaujh413w5f0wzkrvrwijlu35j.png
亚尔缇娜,帝国密使,飞兵,3170,270,532,247,340,97,1000,30,150,90,90,20,无,0,0,0,0,0,0,0.2,0.3,0.15,0.3,攻击前每移动1格，部队遭受伤害降低3%。（上限15%）,主动攻击进入战斗时，士兵伤害提升20%。,https://patchwiki.biligame.com/images/langrisser/thumb/6/63/l2z0qj5m5zmxzx6ifaybv84l9pdnsgr.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E5%B0%94%E7%BC%87%E5%A8%9C.png,https://patchwiki.biligame.com/images/langrisser/5/57/dyglb5nlud5vnkanatxz3qgp6on482t.png
亚莉希雅,侦察猎兵,弓兵,3614,564,244,276,311,206,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,遭受范围伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/opty21sr0wv0zgsw6n5dafdlx7crxoo.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E8%8E%89%E5%B8%8C%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
亚莉希雅,突击猎兵,弓兵,4227,564,244,315,275,206,1000,150,30,90,90,20,无,0,0,0,0,0,0,0.3,0.35,0.2,0.15,部队血量高于80%时，遭受暴击率降低10%。,部队血量高于80%时，暴击率提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/opty21sr0wv0zgsw6n5dafdlx7crxoo.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E8%8E%89%E5%B8%8C%E9%9B%85.png,https://patchwiki.biligame.com/images/langrisser/3/3a/5upgpk3aic51zn1xyfg5kqftt45hrck.png
亚鲁特缪拉,天穹魔龙,SP飞兵,4504,596,268,322,348,179,1000,150,30,90,90,20,天赋施加的效果不可驱散，可累积数量+1。行动结束时，若自身拥有3个及以上[无双]效果，部队恢复20%生命。,0,0,0,0,0,0,0.4,0.4,0.1,0.1,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,https://patchwiki.biligame.com/images/langrisser/thumb/f/fb/gp45473yqzhxsrounr3318mdy2vi43u.png/82px-%E5%A4%B4%E5%83%8F_%E4%BA%9A%E9%B2%81%E7%89%B9%E7%BC%AA%E6%8B%89.png,https://patchwiki.biligame.com/images/langrisser/6/61/djx3ygzs4v5enx433eemwzkda6j8flz.png
